"","face_name_align","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair"
"688","932021","Black","Black","Male","20-29","[3.7094549e-07 9.9998367e-01 5.5840064e-06 5.2842947e-10 2.1744516e-08
 4.4895487e-06 5.7907564e-06]","[3.6573400e-07 9.9999899e-01 3.6023913e-08 5.9863657e-07]","[1.0000000e+00 3.7983735e-08]","[6.9265571e-09 2.6664150e-06 2.3406364e-03 6.5679705e-01 3.3541206e-01
 5.4355031e-03 1.2060723e-05 7.0483374e-08 1.6215852e-09]"
"689","789984","Black","Black","Male","20-29","[7.1705443e-08 9.9999368e-01 2.5713273e-06 3.5159577e-09 1.6520615e-07
 3.3786121e-06 6.4568958e-08]","[1.3557589e-07 9.9999750e-01 6.0794383e-07 1.7771904e-06]","[9.9999690e-01 3.0908748e-06]","[2.8649167e-08 1.3811488e-06 2.1250376e-03 5.2115482e-01 4.2525703e-01
 5.0676160e-02 7.7852461e-04 6.7195729e-06 3.0037717e-07]"
"690","889052","Black","Black","Male","20-29","[2.8709923e-07 9.9995142e-01 4.5661795e-06 1.2100235e-09 3.9638891e-08
 4.1771560e-05 1.9679110e-06]","[1.4924917e-07 9.9999869e-01 8.4653969e-08 1.0346970e-06]","[9.9999899e-01 1.0178885e-06]","[4.0468617e-08 1.6195776e-05 4.7194450e-03 6.9540197e-01 2.9329941e-01
 6.5426822e-03 2.0084179e-05 1.9458494e-07 7.5834130e-09]"
"691","157143","Black","Black","Male","20-29","[4.1724252e-07 9.9999297e-01 3.0299962e-06 6.2029260e-10 1.3556926e-08
 2.5252655e-06 1.0206479e-06]","[4.9643554e-06 9.9997526e-01 6.6031498e-07 1.9143179e-05]","[9.9998927e-01 1.0725872e-05]","[2.2574616e-08 1.2297187e-05 8.7502729e-03 7.0186037e-01 2.8084138e-01
 8.4796511e-03 5.5458928e-05 5.8550893e-07 2.7287271e-08]"
"692","122922","Black","Black","Male","30-39","[1.7381493e-05 9.9080670e-01 3.2560911e-04 2.5690031e-07 7.3923738e-06
 8.7857945e-03 5.6849294e-05]","[8.2684746e-06 9.9740529e-01 2.5765137e-06 2.5838115e-03]","[9.9998599e-01 1.4025736e-05]","[1.07169186e-07 2.11560041e-06 6.13414217e-04 1.90980151e-01
 7.02991724e-01 1.02634959e-01 2.74016592e-03 3.66203312e-05
 7.25951566e-07]"
"693","859034","Black","Black","Male","20-29","[2.7131049e-03 8.2156038e-01 1.4365977e-01 7.0847447e-05 2.0506938e-03
 2.3109240e-02 6.8359436e-03]","[0.00403177 0.9757362  0.003019   0.01721303]","[9.9999988e-01 1.3246257e-07]","[1.5531988e-06 1.1874714e-04 1.7396519e-02 7.7967393e-01 1.9547141e-01
 7.2894134e-03 4.7286860e-05 1.1969224e-06 2.5902066e-08]"
"694","552686","Black","Black","Male","30-39","[1.7545862e-02 5.7681108e-01 3.0737677e-01 4.8517055e-04 1.2055010e-02
 3.6480241e-02 4.9245872e-02]","[0.0202454  0.9066535  0.05929461 0.01380644]","[9.9999702e-01 2.9370804e-06]","[4.0070008e-06 4.0423602e-05 1.2434543e-03 1.7761543e-01 7.3150045e-01
 8.8324703e-02 1.2559366e-03 1.5307176e-05 3.2805315e-07]"
"695","204336","White","White","Male","30-39","[9.9855340e-01 1.4392738e-04 4.2359778e-04 3.3128077e-07 1.3472711e-06
 4.7518010e-06 8.7270711e-04]","[9.9301767e-01 6.8259039e-03 1.5003284e-05 1.4139870e-04]","[9.9999720e-01 2.7930903e-06]","[7.4497073e-08 3.4720824e-06 1.4272996e-03 4.4465995e-01 4.9684325e-01
 5.4541819e-02 2.4708041e-03 5.2197251e-05 1.1487065e-06]"
"696","339889","White","White","Male","20-29","[9.95239139e-01 4.02446722e-06 9.40171536e-04 1.38168425e-05
 1.63987606e-05 3.69032591e-06 3.78273288e-03]","[9.9991417e-01 4.8095364e-05 2.2420412e-05 1.5285754e-05]","[9.9999994e-01 9.4793123e-08]","[1.1148633e-08 3.1229342e-07 1.6033347e-03 5.3490132e-01 4.2617166e-01
 3.6715440e-02 6.0201850e-04 5.8153946e-06 4.5857671e-08]"
"697","1397883","Black","Black","Male","20-29","[6.0261812e-07 9.9993885e-01 5.5512314e-06 1.1240549e-07 2.0536247e-06
 5.2639916e-05 3.1892756e-07]","[8.3512695e-08 9.9999779e-01 7.0872375e-07 1.3361515e-06]","[9.9995238e-01 4.7607387e-05]","[5.1779146e-08 2.8682276e-05 3.3963758e-02 8.4542674e-01 1.1666830e-01
 3.8608916e-03 5.0830171e-05 8.0347667e-07 5.3561045e-08]"
"698","940328","Black","Black","Male","30-39","[1.4770724e-03 9.3597817e-01 1.0262992e-02 1.7450962e-04 2.2129237e-03
 4.7541298e-02 2.3530624e-03]","[1.4982112e-03 9.8530281e-01 7.7404943e-04 1.2424874e-02]","[9.999983e-01 1.751580e-06]","[2.3651748e-07 5.0984690e-06 2.9799811e-04 1.8263046e-01 7.1868789e-01
 9.7028211e-02 1.3403086e-03 9.5245814e-06 2.5076753e-07]"
"699","787827","Black","Black","Male","30-39","[1.0527987e-03 9.3824321e-01 2.9390872e-02 6.1413034e-06 1.8565520e-04
 2.7710460e-02 3.4108784e-03]","[0.00103874 0.5668418  0.0006698  0.43144968]","[9.9998963e-01 1.0377199e-05]","[8.3274006e-07 1.2035658e-05 1.3653877e-03 4.1698048e-01 5.5158103e-01
 2.9801596e-02 2.5575809e-04 2.7704805e-06 7.8641470e-08]"
"700","330705","White","White","Male","30-39","[9.5862401e-01 1.7121337e-04 1.2357879e-02 2.5418309e-05 1.0222908e-04
 2.4378885e-04 2.8475542e-02]","[0.9832844  0.0033247  0.00243888 0.01095201]","[1.00000000e+00 1.30286555e-08]","[4.8968730e-07 4.3511427e-06 4.4317107e-04 3.6149338e-01 6.0203952e-01
 3.5757549e-02 2.5778453e-04 3.6567169e-06 4.0689898e-08]"
"701","960399","White","White","Male","20-29","[9.7690099e-01 3.5472414e-05 7.9472754e-03 8.3052139e-05 1.3600738e-04
 9.1695238e-06 1.4888043e-02]","[9.9943495e-01 1.7458631e-04 3.7657202e-04 1.3967110e-05]","[9.9999988e-01 5.9187787e-08]","[5.0755592e-08 9.4142961e-06 2.5093470e-02 9.0249866e-01 7.1426757e-02
 9.6563884e-04 5.8929204e-06 8.1187451e-08 8.9721935e-10]"
"702","901895","White","White","Male","20-29","[9.9831074e-01 1.8225262e-06 7.1064796e-04 5.7039392e-07 1.9351480e-06
 2.1846986e-06 9.7210484e-04]","[9.9954855e-01 1.6246192e-04 1.0080990e-04 1.8824937e-04]","[1.0000000e+00 6.1103638e-09]","[1.9689079e-08 5.7490884e-06 2.1331931e-02 8.9579856e-01 8.1229962e-02
 1.6246430e-03 9.1508700e-06 8.0367947e-08 5.9310490e-10]"
"703","173883","White","White","Male","30-39","[9.6021366e-01 1.8063527e-04 1.1434843e-02 3.5896999e-05 8.5033338e-05
 8.1531391e-05 2.7968340e-02]","[9.9688524e-01 1.0897196e-03 1.5434320e-03 4.8164872e-04]","[9.9999982e-01 1.5156812e-07]","[3.14333278e-07 5.26031772e-06 1.05205465e-04 1.45411655e-01
 7.93883443e-01 6.02100417e-02 3.80318728e-04 3.77563242e-06
 3.52699772e-08]"
"704","1130573","Black","Black","Male","20-29","[4.7284527e-07 9.9972475e-01 1.9831010e-05 3.5742868e-08 1.0867720e-06
 2.4893851e-04 4.9111827e-06]","[1.0734566e-06 9.9999273e-01 3.7484841e-07 5.7942048e-06]","[9.9998432e-01 1.5671223e-05]","[2.7063871e-09 4.2808958e-07 3.1422619e-03 6.8508416e-01 2.9868761e-01
 1.2993725e-02 9.0801877e-05 9.0528169e-07 2.8613060e-08]"
"705","307284","Black","Black","Male","30-39","[1.01251830e-03 8.36243212e-01 1.40685484e-01 1.32626565e-05
 4.52235108e-04 2.04675440e-02 1.12576946e-03]","[4.3552462e-04 9.9522811e-01 6.9658876e-05 4.2666625e-03]","[9.9999976e-01 1.8692957e-07]","[1.0585688e-07 9.6913914e-07 1.8075624e-03 4.2916629e-01 5.0381523e-01
 6.3517548e-02 1.6672604e-03 2.4763242e-05 2.7356947e-07]"
"706","798124","White","White","Male","20-29","[7.4283987e-01 4.1833444e-04 2.1796750e-01 2.8126202e-05 2.5008715e-04
 1.9842326e-03 3.6511771e-02]","[9.9171984e-01 1.5050308e-03 2.4733634e-04 6.5277480e-03]","[1.0000000e+00 3.6149268e-09]","[4.6578376e-07 1.5900529e-04 2.2385489e-02 7.3599720e-01 2.3523402e-01
 6.2042437e-03 1.9379433e-05 1.8032746e-07 1.0213221e-09]"
"707","802134","White","White","Male","20-29","[8.5162205e-01 3.5247067e-03 5.3327344e-02 5.8835394e-05 2.2801041e-04
 4.5996939e-04 9.0779267e-02]","[9.8332834e-01 1.1141207e-02 7.0454821e-04 4.8258752e-03]","[9.9999768e-01 2.3298082e-06]","[8.8509786e-08 4.2233191e-06 3.7215855e-03 7.2464156e-01 2.6703686e-01
 4.5647696e-03 3.0389518e-05 4.9688310e-07 6.8082655e-09]"
"708","317179","Black","Black","Male","20-29","[5.4048824e-06 9.9983472e-01 9.2928989e-05 1.7520396e-08 5.8248213e-07
 5.8712882e-05 7.7154182e-06]","[5.7373535e-07 9.9996531e-01 1.4242612e-06 3.2670348e-05]","[9.9999797e-01 2.0234627e-06]","[2.4958661e-07 7.6170203e-05 2.2885868e-02 7.6061726e-01 2.0864549e-01
 7.7194320e-03 5.4620239e-05 8.2907786e-07 2.6156911e-08]"
"709","829533","Black","Black","Male","30-39","[9.7026692e-08 9.9995685e-01 1.4549212e-06 2.9298011e-08 6.0433047e-07
 4.0719879e-05 3.0128268e-07]","[2.4297148e-07 9.9997878e-01 2.0426733e-06 1.8862764e-05]","[9.9960107e-01 3.9897588e-04]","[1.0580208e-07 2.1459726e-05 1.1269339e-02 4.1657197e-01 4.6411127e-01
 9.9003941e-02 8.7358737e-03 2.7675048e-04 9.2333185e-06]"
"710","1127741","Black","Black","Male","30-39","[6.0848820e-06 9.9988258e-01 5.6247336e-05 1.2289132e-06 8.0287846e-06
 4.2774598e-05 3.1252087e-06]","[5.8756439e-07 9.9998796e-01 6.8019449e-06 4.6762962e-06]","[9.9935383e-01 6.4616697e-04]","[1.1203524e-06 2.0771222e-05 2.8082533e-03 3.1937671e-01 4.7616556e-01
 1.7589715e-01 2.3600139e-02 1.9610713e-03 1.6922496e-04]"
"711","886358","Middle Eastern","Indian","Male","30-39","[3.31257507e-02 9.10158921e-03 1.09885186e-01 6.16957259e-05
 3.86653497e-04 4.34090793e-02 8.04030001e-01]","[0.3052281  0.07746702 0.14011538 0.47718948]","[9.999726e-01 2.745886e-05]","[7.53724362e-06 4.25530125e-05 7.11995701e-04 1.53652519e-01
 7.21610904e-01 1.21797815e-01 2.12480221e-03 5.09649690e-05
 8.80397920e-07]"
"712","869085","Indian","Black","Male","30-39","[2.0072483e-02 6.3506074e-02 2.7781504e-01 9.4829265e-05 9.4142504e-04
 3.3810553e-01 2.9946461e-01]","[2.4574392e-02 9.1746974e-01 6.1006699e-04 5.7345852e-02]","[9.9999762e-01 2.3894954e-06]","[2.6829850e-06 1.6262478e-04 2.6430362e-03 4.5256367e-01 5.2741885e-01
 1.7108655e-02 9.9766738e-05 6.8737000e-07 1.0210624e-08]"
"713","328035","White","White","Male","20-29","[9.7014242e-01 1.7909973e-05 3.3318123e-03 3.5524237e-05 4.8771304e-05
 1.1324068e-04 2.6310291e-02]","[9.9875748e-01 4.3449432e-05 5.8438093e-04 6.1467296e-04]","[9.999990e-01 1.044165e-06]","[1.2014278e-06 6.9841717e-06 2.0614055e-03 5.9745163e-01 3.5760421e-01
 4.1232985e-02 1.5749667e-03 6.5012966e-05 1.6571436e-06]"
"714","947916","Latino_Hispanic","Black","Male","20-29","[2.8506169e-02 1.6955622e-02 9.4437408e-01 1.6651078e-04 1.6851566e-03
 2.5367034e-03 5.7756789e-03]","[0.29203644 0.64411455 0.0095778  0.05427117]","[9.999996e-01 3.732743e-07]","[1.9485960e-06 1.1523079e-04 4.9847815e-02 7.1185702e-01 2.2692391e-01
 1.1099315e-02 1.5260352e-04 2.1311200e-06 1.3439767e-08]"
"715","99232","Black","Black","Male","30-39","[1.3331908e-05 9.9896061e-01 1.4405894e-04 4.3906101e-07 4.1839244e-06
 8.0049597e-04 7.6873956e-05]","[1.3191949e-05 9.9985290e-01 1.7113718e-05 1.1678397e-04]","[9.9973416e-01 2.6586733e-04]","[2.3956851e-08 7.9917851e-07 4.8324326e-04 3.5623381e-01 6.0669744e-01
 3.6145076e-02 4.3405453e-04 5.3841914e-06 1.5377816e-07]"
"716","51363","White","White","Male","30-39","[9.7658038e-01 5.8228412e-05 4.1279867e-03 9.6314343e-06 2.4557685e-05
 6.9038084e-05 1.9130174e-02]","[9.9664384e-01 2.7939845e-03 3.2895896e-05 5.2923808e-04]","[9.994288e-01 5.711671e-04]","[9.1025430e-07 6.8872396e-06 2.5410333e-04 2.6813919e-02 6.1036605e-01
 3.5429126e-01 8.2225716e-03 4.3526532e-05 7.1601579e-07]"
"717","878938","Black","Black","Male","20-29","[1.7220835e-04 9.8950326e-01 2.4477583e-03 2.2602768e-07 7.3495276e-06
 6.1380407e-03 1.7313148e-03]","[2.5995975e-04 9.9826729e-01 1.3851942e-05 1.4589714e-03]","[9.9999905e-01 9.3720388e-07]","[2.8331277e-08 3.5749447e-06 2.9032354e-03 4.9801302e-01 4.7623768e-01
 2.2577517e-02 2.6185406e-04 3.1252312e-06 3.4989565e-08]"
"718","1495561","Black","Black","Male","20-29","[3.3740737e-06 9.9958116e-01 1.2226216e-04 6.2968111e-06 9.3960538e-05
 1.8874266e-04 4.2839379e-06]","[1.6520848e-06 9.9997324e-01 2.0644298e-05 4.5547904e-06]","[0.94880015 0.05119992]","[1.4093922e-06 6.1265426e-04 8.6387411e-02 7.0533818e-01 1.8212311e-01
 2.4261747e-02 1.2334333e-03 3.8586182e-05 3.3528097e-06]"
"719","1048014","Black","Black","Male","20-29","[7.6017926e-07 9.9995929e-01 1.9536306e-05 1.2150888e-08 4.1593802e-07
 1.9536599e-05 4.9683086e-07]","[1.9495064e-07 9.9999541e-01 8.6939849e-07 3.4728066e-06]","[9.9999917e-01 8.2291609e-07]","[1.09166955e-07 1.25945107e-05 6.00830838e-03 7.36761153e-01
 2.48847097e-01 8.32431391e-03 4.60455922e-05 3.31463269e-07
 1.29970914e-08]"
"720","313074","Black","Black","Male","20-29","[3.5496120e-07 9.9991655e-01 8.5094234e-06 1.1309006e-07 2.3698390e-06
 7.1577357e-05 4.7951534e-07]","[1.4020120e-06 9.9998242e-01 5.3947338e-06 1.0828295e-05]","[9.9980646e-01 1.9348887e-04]","[1.9040192e-09 2.7940919e-07 2.4565859e-03 6.6227496e-01 3.2291603e-01
 1.2223548e-02 1.2783200e-04 7.3800726e-07 2.3743574e-08]"
"721","225132","Middle Eastern","White","Male","30-39","[2.9118830e-01 1.8446503e-03 5.6021642e-02 5.7228117e-05 1.5805500e-04
 2.8995308e-04 6.5044022e-01]","[9.9508601e-01 2.5410715e-03 1.7471263e-03 6.2573241e-04]","[9.9994397e-01 5.6071123e-05]","[2.2737850e-06 2.1725906e-05 3.9818306e-03 4.7936052e-01 4.8686773e-01
 2.9391620e-02 3.6478235e-04 9.3701192e-06 1.7113766e-07]"
"722","187427","White","White","Male","20-29","[9.7095478e-01 1.2591125e-04 3.2726175e-03 1.0191673e-05 4.0208502e-05
 2.1242124e-05 2.5575072e-02]","[0.9787494  0.01444859 0.00432252 0.0024795 ]","[9.9999923e-01 7.1229886e-07]","[1.6724073e-07 1.2886940e-05 7.0176274e-03 8.9463687e-01 9.7543351e-02
 7.8554283e-04 3.5253113e-06 8.2971482e-08 2.0200650e-09]"
"723","174975","Black","Black","Male","30-39","[1.5699717e-07 9.9997187e-01 1.9525994e-06 2.9451050e-09 3.5831302e-08
 2.5134375e-05 8.4821249e-07]","[1.8852299e-07 9.9999368e-01 4.6719506e-07 5.5844826e-06]","[9.998462e-01 1.537472e-04]","[2.1255763e-08 1.2258923e-06 3.1827361e-04 7.3065251e-02 5.9066552e-01
 3.2852671e-01 7.3651425e-03 5.6518111e-05 1.3210660e-06]"
"724","219572","White","White","Male","20-29","[9.9179363e-01 1.1854272e-05 4.6709279e-04 2.7873289e-06 9.0062058e-06
 3.7671184e-06 7.7118613e-03]","[9.9818707e-01 1.6008177e-03 9.2799695e-05 1.1931924e-04]","[1.0000000e+00 1.4231551e-08]","[2.7049493e-08 1.2886188e-06 9.3901990e-04 6.4865643e-01 3.4309012e-01
 7.2708335e-03 4.1989479e-05 3.5221083e-07 5.2635443e-09]"
"725","173347","Middle Eastern","White","Male","30-39","[1.04571745e-01 1.15063961e-03 4.69059311e-02 7.29344538e-05
 1.57362534e-04 1.15691987e-03 8.45984459e-01]","[0.71837914 0.19987975 0.01448814 0.06725296]","[9.999611e-01 3.895378e-05]","[3.2657936e-06 1.9207144e-05 1.8465996e-03 3.4290221e-01 6.1468250e-01
 3.9987426e-02 5.4631563e-04 1.2168376e-05 2.3689051e-07]"
"726","187433","Black","Indian","Male","30-39","[9.79963690e-04 7.14142919e-01 1.57333359e-01 2.47165619e-04
 1.13377254e-02 1.14876784e-01 1.08204258e-03]","[0.01158945 0.3384833  0.07986051 0.57006675]","[9.9985766e-01 1.4236437e-04]","[1.5103365e-05 2.9907029e-05 5.6213629e-04 3.3263981e-02 5.5185306e-01
 3.8055426e-01 3.3452190e-02 2.6499134e-04 4.3322179e-06]"
"727","186795","White","White","Male","20-29","[9.9978560e-01 7.1164158e-07 7.6893193e-05 7.3460637e-06 8.3161094e-06
 3.7250794e-07 1.2077620e-04]","[9.9989241e-01 5.3232393e-06 8.9112953e-05 1.3145183e-05]","[9.9999952e-01 4.6421934e-07]","[1.3897088e-08 7.8611247e-06 7.4650265e-02 8.6182797e-01 6.2416032e-02
 1.0927358e-03 5.0504586e-06 3.3095748e-08 3.9276124e-10]"
"728","921308","Black","Black","Male","20-29","[2.9463974e-06 9.9962270e-01 1.2735751e-05 1.0677074e-07 1.1826564e-06
 3.5938236e-04 9.6713791e-07]","[7.0224727e-05 9.8683894e-01 8.8790934e-05 1.3002080e-02]","[9.9997336e-01 2.6591648e-05]","[5.9920502e-08 2.3694684e-04 8.5646756e-02 7.8832954e-01 1.2123327e-01
 4.4881930e-03 6.3996973e-05 1.1460759e-06 4.7371014e-08]"
"729","183509","White","White","Male","30-39","[6.78010702e-01 3.00076790e-03 2.73919463e-01 1.29494965e-02
 2.34328881e-02 2.78476044e-04 8.40824749e-03]","[8.5559863e-01 1.2223888e-01 2.1980574e-02 1.8191896e-04]","[9.9999976e-01 2.6033240e-07]","[1.02059246e-07 3.39469420e-06 3.21612111e-03 4.30676907e-01
 5.41421950e-01 2.43272446e-02 3.52114352e-04 2.18268383e-06
 1.67572782e-08]"
"730","106249","East Asian","Asian","Male","20-29","[1.3835311e-04 2.0425887e-06 4.4004747e-04 9.4441867e-01 5.4951768e-02
 3.3975059e-05 1.5135868e-05]","[1.5939343e-04 1.6641970e-04 9.9919599e-01 4.7824284e-04]","[1.0000000e+00 1.0102832e-08]","[4.1408356e-08 1.7595867e-06 2.1895808e-03 5.9404248e-01 3.9376673e-01
 9.8648323e-03 1.2416876e-04 1.0325090e-05 5.7825392e-08]"
"731","945826","Latino_Hispanic","Black","Male","20-29","[0.01704071 0.0844245  0.86789495 0.00114211 0.01464081 0.00663981
 0.00821713]","[0.015379   0.9462442  0.0177715  0.02060525]","[9.9999803e-01 1.9501933e-06]","[1.0215869e-06 2.9790783e-04 1.5777545e-01 7.5287503e-01 8.5442126e-02
 3.5433522e-03 6.4079803e-05 1.0375281e-06 2.1944997e-08]"
"732","186845","White","White","Male","30-39","[8.2639670e-01 3.8111710e-04 1.1153338e-01 4.7827783e-04 6.3563907e-04
 1.3705186e-03 5.9204277e-02]","[9.9790204e-01 2.9855687e-04 6.4330699e-04 1.1561211e-03]","[9.9999988e-01 1.1063231e-07]","[1.8424120e-06 1.8141922e-05 7.2202942e-04 1.4967480e-01 7.3558366e-01
 1.1307032e-01 9.2349178e-04 5.7852785e-06 3.4417667e-08]"
"733","231946","White","White","Male","30-39","[9.3783271e-01 2.4459205e-04 1.7585784e-02 7.2788986e-05 1.5721827e-04
 8.4205536e-04 4.3264765e-02]","[9.9586654e-01 1.0568132e-03 4.4258611e-04 2.6340494e-03]","[9.999991e-01 8.804914e-07]","[1.14904788e-06 1.47468163e-05 5.46948926e-04 4.27507013e-01
 5.57612538e-01 1.42481765e-02 6.84355982e-05 9.99540930e-07
 2.42062779e-08]"
"734","580180","Black","Black","Male","20-29","[8.1858940e-07 9.9997735e-01 7.2567468e-06 2.2545910e-09 5.3071851e-08
 3.7443683e-06 1.0703972e-05]","[2.2181732e-06 9.9999094e-01 5.9428049e-07 6.1671863e-06]","[9.9999988e-01 8.2271804e-08]","[2.8014279e-07 7.5806209e-05 5.3048865e-03 6.1865622e-01 3.6654553e-01
 9.3872724e-03 2.9668998e-05 2.8207461e-07 1.2787064e-08]"
"735","141072","Indian","Black","Male","40-49","[1.41749466e-02 1.05008766e-01 3.17532808e-01 3.32183481e-05
 3.42953717e-04 3.68876547e-01 1.94030702e-01]","[0.00720783 0.6250136  0.00350588 0.36427265]","[9.9996287e-01 3.7153262e-05]","[5.1984257e-06 8.9824771e-06 2.7047741e-04 1.7369656e-02 3.0960038e-01
 5.3489292e-01 1.3098975e-01 6.7351251e-03 1.2750107e-04]"
"736","609746","Middle Eastern","Indian","Male","30-39","[3.9330158e-02 9.5042982e-04 3.0588558e-01 1.4874852e-05 1.7854525e-04
 2.3870821e-01 4.1493219e-01]","[0.3248728  0.00177232 0.00840538 0.6649495 ]","[9.999995e-01 4.837376e-07]","[4.3055707e-08 2.6285325e-06 3.6364677e-04 3.9057469e-01 5.9724981e-01
 1.1797760e-02 1.1444600e-05 5.2860578e-08 4.7647680e-10]"
"737","171677","Latino_Hispanic","White","Male","30-39","[0.09381232 0.00643621 0.79846805 0.01246036 0.0313968  0.00523204
 0.05219416]","[0.75818205 0.0393804  0.15149076 0.05094684]","[9.9999964e-01 4.0497702e-07]","[3.00481844e-07 4.59242938e-06 3.84109234e-03 4.56525266e-01
 4.88937885e-01 4.98013534e-02 8.75635014e-04 1.37648385e-05
 1.22399868e-07]"
"738","1847088","White","White","Male","20-29","[9.5598239e-01 1.5769983e-04 4.4005960e-03 1.9749945e-02 1.4364503e-02
 6.8796374e-04 4.6569360e-03]","[9.9696434e-01 2.7127566e-05 2.8290106e-03 1.7953863e-04]","[9.9997753e-01 2.2498378e-05]","[7.5267286e-07 3.8015907e-05 2.9734880e-02 5.7187635e-01 3.2443017e-01
 6.8518795e-02 5.2484488e-03 1.4852188e-04 4.0097698e-06]"
"739","844942","Black","Black","Male","30-39","[4.6399390e-07 9.9991977e-01 1.8701763e-05 2.6203838e-07 5.6544841e-06
 5.4287182e-05 9.3145059e-07]","[2.7053406e-07 9.9988341e-01 3.8252616e-05 7.8065430e-05]","[0.9839372  0.01606279]","[4.1879499e-08 1.3823756e-06 8.1318442e-04 3.0275971e-01 6.2055755e-01
 7.4496910e-02 1.3586412e-03 1.1631857e-05 9.1744465e-07]"
"740","1494404","Black","Black","Male","20-29","[6.7678275e-07 9.9993247e-01 1.1839056e-05 6.5068903e-08 3.9127579e-07
 5.4178596e-05 4.3056184e-07]","[4.6773016e-06 9.9994487e-01 3.8626908e-06 4.6702640e-05]","[9.99909e-01 9.09949e-05]","[1.5448042e-07 3.6283986e-05 2.9711541e-02 7.3972231e-01 2.1558873e-01
 1.4776597e-02 1.6243337e-04 1.8033730e-06 6.9520688e-08]"
"741","316152","Latino_Hispanic","White","Male","30-39","[5.1840574e-02 8.0632970e-02 4.4077533e-01 2.0097318e-04 1.3973252e-03
 5.8392994e-03 4.1931364e-01]","[0.54556984 0.40205684 0.01522457 0.03714876]","[9.9999982e-01 2.1526671e-07]","[8.8359860e-07 9.8686551e-06 2.0711608e-03 4.3987450e-01 5.2563179e-01
 3.1632777e-02 7.6063257e-04 1.8268576e-05 2.4812857e-07]"
"742","1835482","White","White","Male","20-29","[9.2230648e-01 1.5194499e-04 2.1880772e-02 5.3901185e-04 4.1527060e-04
 3.5229753e-04 5.4354217e-02]","[0.9808966  0.0075394  0.00220598 0.00935806]","[9.9999607e-01 3.9097840e-06]","[6.7806567e-08 1.2472579e-05 3.6233235e-02 9.1008615e-01 5.2877087e-02
 7.8257377e-04 8.0947120e-06 3.0594589e-07 5.1632285e-09]"
"743","895156","Black","Black","Male","30-39","[6.6496985e-05 9.8287797e-01 5.2414318e-03 2.3397955e-05 1.4297364e-03
 1.0228299e-02 1.3268339e-04]","[4.3431584e-05 9.9889356e-01 1.2086419e-04 9.4219390e-04]","[9.9997592e-01 2.4059169e-05]","[3.8252384e-07 1.2761620e-05 7.1136872e-03 4.6514133e-01 4.6709675e-01
 5.7336114e-02 3.2050754e-03 9.1365568e-05 2.5408724e-06]"
"744","1046043","Middle Eastern","White","Male","20-29","[2.2344947e-01 1.0870466e-04 4.7788370e-02 2.7302403e-05 1.4982244e-04
 6.3111810e-03 7.2216511e-01]","[0.9014402  0.00498086 0.00818038 0.08539855]","[9.9999994e-01 6.3375637e-08]","[2.3446393e-08 1.0259157e-05 3.2924160e-02 9.2415893e-01 4.2605765e-02
 3.0011102e-04 6.4573561e-07 1.7255608e-08 2.3419264e-10]"
"745","1521630","White","White","Male","20-29","[5.3340501e-01 4.5768707e-03 2.6068723e-01 1.7757651e-05 1.0867324e-04
 2.8538450e-03 1.9835061e-01]","[9.8938125e-01 3.9322115e-03 4.5723093e-04 6.2293070e-03]","[9.9999976e-01 2.8829402e-07]","[2.3499540e-08 1.6741476e-06 2.1892486e-03 6.6874707e-01 3.2209471e-01
 6.9162729e-03 4.9921768e-05 1.0629037e-06 8.4797369e-09]"
"746","327429","White","White","Male","30-39","[6.6242176e-01 6.4545241e-04 7.0980147e-02 1.4220768e-05 5.7185407e-05
 7.7045726e-04 2.6511085e-01]","[9.8989278e-01 4.1807632e-04 4.1231114e-04 9.2767989e-03]","[9.999778e-01 2.215339e-05]","[3.4210345e-06 1.3519370e-05 1.4612604e-03 1.0971981e-01 6.1372268e-01
 2.6429766e-01 1.0627628e-02 1.5247241e-04 1.5403483e-06]"
"747","169485","White","White","Male","30-39","[9.9210185e-01 1.2876185e-05 9.3525008e-04 6.7179203e-06 1.6455637e-05
 5.4661825e-05 6.8721147e-03]","[9.9957401e-01 4.4625660e-05 3.2307700e-05 3.4898127e-04]","[9.9999774e-01 2.2732117e-06]","[9.7535417e-07 1.3373233e-05 6.3073414e-04 3.4464744e-01 6.3012874e-01
 2.4403121e-02 1.7392557e-04 1.5642552e-06 6.3293328e-08]"
"748","1049775","Black","Black","Male","30-39","[9.2035982e-05 9.5020849e-01 4.9781408e-03 5.5055654e-07 3.2193824e-05
 4.4147689e-02 5.4078823e-04]","[1.6850943e-05 9.9731380e-01 2.1463416e-05 2.6479405e-03]","[9.9999821e-01 1.7622707e-06]","[5.4860074e-08 2.7926185e-06 1.5345046e-03 3.6604407e-01 5.9687167e-01
 3.5236817e-02 3.0769722e-04 2.4221272e-06 3.5973034e-08]"
"749","1382235","White","White","Male","20-29","[7.0531857e-01 5.5868950e-05 8.4441356e-02 6.3571322e-04 9.5952122e-04
 1.0246963e-04 2.0848645e-01]","[0.97997266 0.00115117 0.0163958  0.00248036]","[9.9999779e-01 2.2546922e-06]","[4.88457772e-07 1.06406871e-04 6.59473985e-02 8.07436168e-01
 1.22605234e-01 3.86829744e-03 3.54365511e-05 5.78765537e-07
 7.46918172e-09]"
