"","face_name_align","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair"
"1","906075","White","White","Male","30-39","[9.9954623e-01 4.7377953e-06 2.8342765e-04 1.1588757e-05 2.8882758e-05
 5.9131585e-06 1.1915355e-04]","[9.9954146e-01 1.3643784e-04 2.8873462e-04 3.3318203e-05]","[1.0000000e+00 1.0376123e-08]","[3.7337918e-06 5.8074915e-05 3.7090697e-03 3.2824954e-01 5.4941493e-01
 1.1345089e-01 5.0596064e-03 5.3101932e-05 9.9880720e-07]"
"2","313264","White","White","Male","30-39","[9.9953473e-01 8.4325677e-07 4.5192533e-05 1.1916427e-06 3.4470609e-06
 9.1460311e-07 4.1372993e-04]","[9.9994898e-01 2.3778088e-05 1.5707967e-05 1.1555477e-05]","[9.9999976e-01 2.2495291e-07]","[7.2866976e-07 8.2058532e-06 6.5752125e-04 1.6671799e-01 7.1817982e-01
 1.1266963e-01 1.7544571e-03 1.1374618e-05 3.2294400e-07]"
"3","1112796","Black","Black","Male","30-39","[5.7050295e-04 8.7894416e-01 9.0416580e-02 2.0071393e-05 6.5694225e-04
 2.5291201e-02 4.1005374e-03]","[1.6295064e-04 9.8703957e-01 1.6341184e-03 1.1163356e-02]","[1.000000e+00 1.657774e-08]","[2.7704812e-07 6.8168288e-06 2.8949808e-03 3.7135819e-01 5.1752883e-01
 1.0537978e-01 2.8023336e-03 2.8510913e-05 3.1746794e-07]"
"4","1394004","Black","Black","Male","20-29","[1.1052415e-06 9.9996006e-01 4.3564787e-06 1.4301725e-08 2.5470277e-07
 3.3307944e-05 7.6163610e-07]","[5.6840408e-06 9.9997807e-01 2.1307428e-06 1.4047707e-05]","[9.9999964e-01 3.8604571e-07]","[2.0591595e-09 8.5713509e-07 3.2528045e-03 7.7710289e-01 2.1485041e-01
 4.7576451e-03 3.5180263e-05 1.8005018e-07 4.7324571e-09]"
"5","855847","White","White","Male","20-29","[9.8500019e-01 1.7593835e-05 7.9617556e-04 5.8640808e-06 1.1642877e-05
 2.1081709e-05 1.4147485e-02]","[9.9933338e-01 2.1477707e-04 9.0458125e-05 3.6135010e-04]","[9.9999976e-01 2.7739540e-07]","[5.6153983e-08 4.2117237e-05 1.5775213e-02 9.1528159e-01 6.8059750e-02
 8.3979068e-04 1.4782519e-06 1.6384655e-08 2.2830861e-10]"
"6","14570","Latino_Hispanic","White","Male","30-39","[1.15958326e-01 2.91673467e-03 8.24179828e-01 1.00589219e-04
 4.51674190e-04 3.27013643e-03 5.31226918e-02]","[0.57165915 0.39316055 0.00812911 0.02705123]","[9.999993e-01 7.109751e-07]","[9.1543779e-07 5.1931679e-06 9.9906418e-04 4.5899101e-02 4.9601355e-01
 4.1720715e-01 3.9428525e-02 4.4404724e-04 2.4143771e-06]"
"7","1417890","Black","Black","Male","20-29","[2.5348390e-06 9.9995536e-01 2.9845542e-05 8.9569090e-09 1.8324542e-07
 6.2466206e-06 5.7898756e-06]","[2.7877650e-07 9.9999613e-01 1.6458969e-06 1.8783368e-06]","[9.9999994e-01 6.7838499e-08]","[8.84883207e-08 1.92220701e-04 4.93326932e-02 8.54305744e-01
 9.45286080e-02 1.63389859e-03 6.56588963e-06 1.15995114e-07
 3.20234617e-09]"
"8","856737","Latino_Hispanic","White","Male","20-29","[4.1621942e-02 4.6794560e-02 5.4467285e-01 3.8458116e-04 1.8740441e-03
 1.7763352e-02 3.4688872e-01]","[0.42520028 0.3716325  0.00510917 0.198058  ]","[9.999993e-01 7.183591e-07]","[4.5766566e-07 7.2617695e-06 6.8560508e-03 6.5050006e-01 3.2872990e-01
 1.3715723e-02 1.8645187e-04 4.0495152e-06 5.3106429e-08]"
"9","1142672","Latino_Hispanic","Black","Male","20-29","[7.3191807e-02 3.0553815e-01 4.7060966e-01 3.4126843e-04 2.6038301e-03
 4.4659548e-03 1.4324932e-01]","[0.23025268 0.7232161  0.01734565 0.02918564]","[9.9999988e-01 1.0541252e-07]","[4.8067443e-07 1.8747747e-05 9.9423621e-03 8.0955327e-01 1.7426966e-01
 6.1026881e-03 1.1003132e-04 2.7803642e-06 3.9958852e-08]"
"10","991336","Black","Black","Male","20-29","[1.8123560e-02 8.3702087e-01 1.2807804e-01 1.1278786e-04 1.7187323e-03
 3.1812880e-03 1.1764632e-02]","[1.1496699e-02 9.8360580e-01 8.2378078e-04 4.0737432e-03]","[9.9980652e-01 1.9351712e-04]","[9.1674174e-08 2.6914365e-06 5.1743346e-03 6.3511652e-01 3.5193476e-01
 7.6967962e-03 7.3758245e-05 1.0557176e-06 2.8470005e-08]"
"11","252563","Middle Eastern","White","Male","20-29","[4.5508642e-02 7.6456687e-05 2.5247239e-02 1.4921018e-05 6.2930463e-05
 9.2978217e-03 9.1979194e-01]","[9.1571182e-01 6.8987219e-04 6.0463324e-04 8.2993671e-02]","[9.9999684e-01 3.1584252e-06]","[1.8815074e-06 1.0794470e-04 4.6020579e-03 6.1943465e-01 3.6818308e-01
 7.6549831e-03 1.5176024e-05 2.1471664e-07 3.2248617e-09]"
"12","1085179","Black","Black","Male","20-29","[9.0695316e-08 9.9996626e-01 1.2542671e-06 1.7474646e-08 2.6740386e-07
 3.2017779e-05 1.3584626e-07]","[2.4715382e-07 9.9996322e-01 6.6117327e-06 2.9914834e-05]","[0.900227   0.09977293]","[2.6044475e-08 5.5140081e-05 4.0257193e-02 7.6115918e-01 1.9461544e-01
 3.8823665e-03 3.0499361e-05 1.4727675e-07 4.6176920e-09]"
"13","319847","Black","Black","Male","30-39","[2.0631429e-05 9.9994922e-01 1.6933076e-05 9.4715702e-09 7.5221351e-08
 5.4272614e-06 7.7192162e-06]","[7.1758353e-05 9.9990433e-01 1.1430688e-05 1.2434282e-05]","[9.9999857e-01 1.4020371e-06]","[4.24355093e-08 1.24359383e-06 2.15805296e-04 1.44052282e-01
 7.35675037e-01 1.17537715e-01 2.49669654e-03 2.05874821e-05
 6.26798908e-07]"
"14","963157","Black","Black","Male","20-29","[5.2988058e-04 8.2653582e-01 9.0570353e-02 1.2623296e-03 7.4550644e-02
 6.4862957e-03 6.4650194e-05]","[5.2278101e-05 9.9349076e-01 5.1578311e-03 1.2990998e-03]","[9.999928e-01 7.221873e-06]","[2.6423480e-08 1.2702119e-05 6.4385675e-02 9.0826935e-01 2.7077872e-02
 2.5281924e-04 1.5797033e-06 2.3982984e-08 1.1507001e-09]"
"15","44563","Middle Eastern","White","Male","20-29","[0.05969068 0.00283008 0.43004295 0.00085634 0.00388565 0.04784311
 0.45485118]","[0.42826077 0.13230427 0.01333201 0.4261029 ]","[9.999375e-01 6.250449e-05]","[1.4674605e-06 2.8025347e-04 4.1446544e-02 8.4858423e-01 1.0811710e-01
 1.5634764e-03 6.7969358e-06 1.3958773e-07 3.0495770e-09]"
"16","1392802","Black","Black","Male","20-29","[1.4460017e-05 9.9001956e-01 1.2535074e-03 6.8415815e-05 4.9104420e-03
 3.7307157e-03 2.8931033e-06]","[1.3379694e-05 9.9852049e-01 3.1618078e-04 1.1499511e-03]","[9.9989307e-01 1.0688017e-04]","[6.6591234e-08 3.6527217e-05 9.1713622e-02 8.6563343e-01 4.1306876e-02
 1.2902860e-03 1.8943962e-05 2.6790315e-07 2.0991884e-08]"
"17","223570","Middle Eastern","White","Male","20-29","[5.6445904e-02 1.5554349e-05 4.3863985e-03 2.4229648e-05 9.7824908e-05
 3.5520913e-03 9.3547803e-01]","[9.8366022e-01 1.1566982e-04 2.2006669e-04 1.6004024e-02]","[9.9999535e-01 4.6537416e-06]","[1.8006601e-07 1.2015093e-05 2.0038302e-03 6.2766176e-01 3.6329946e-01
 7.0014605e-03 2.1063219e-05 1.7666574e-07 5.2405369e-09]"
"18","26869","White","White","Male","30-39","[8.4414250e-01 1.7883627e-04 8.5330363e-03 3.8578814e-06 1.5596968e-05
 2.7478780e-04 1.4685129e-01]","[9.99124944e-01 1.49457046e-04 1.06617874e-04 6.19002967e-04]","[9.9999648e-01 3.5397707e-06]","[9.8798080e-07 3.6768431e-06 1.3552491e-04 4.7011241e-02 6.6956663e-01
 2.7927613e-01 3.9640032e-03 4.1255404e-05 5.5195744e-07]"
"19","227892","White","White","Male","20-29","[9.7924036e-01 8.3135819e-05 9.0712385e-04 9.0110334e-06 1.2496537e-05
 1.6168206e-05 1.9731741e-02]","[9.9988472e-01 6.8695132e-05 3.0187388e-05 1.6373833e-05]","[9.999992e-01 8.129152e-07]","[1.6518175e-07 9.5286523e-06 4.0141302e-03 8.0267668e-01 1.9126692e-01
 2.0212226e-03 1.1140952e-05 1.6116677e-07 3.7543644e-09]"
"20","204790","Latino_Hispanic","White","Male","30-39","[0.08715104 0.03931236 0.6802772  0.00387365 0.01743635 0.05204992
 0.11989947]","[0.4187276  0.29952762 0.07177271 0.2099721 ]","[9.9999839e-01 1.6465144e-06]","[9.2733681e-05 3.8514851e-04 1.6599634e-03 1.2261573e-01 5.4669213e-01
 3.0362073e-01 2.3294354e-02 1.5980924e-03 4.1114999e-05]"
"21","147229","White","White","Male","20-29","[8.83568048e-01 1.08300454e-04 3.40661965e-02 3.52998504e-05
 1.14522525e-04 1.86648351e-04 8.19209814e-02]","[9.9602723e-01 1.1984330e-03 2.0985312e-03 6.7577377e-04]","[9.9996835e-01 3.1622792e-05]","[4.18003566e-07 6.33917080e-05 2.31444817e-02 6.60145938e-01
 3.02575469e-01 1.39308795e-02 1.37726936e-04 1.66767325e-06
 3.65266324e-08]"
"22","327863","White","White","Male","30-39","[6.8528342e-01 1.0268810e-04 2.8874302e-01 7.2237878e-04 8.8824780e-04
 2.9768832e-03 2.1283459e-02]","[0.96970886 0.00275482 0.02427846 0.00325783]","[9.999997e-01 3.131081e-07]","[1.2087989e-05 8.8116773e-05 6.2055616e-03 2.1570626e-01 6.3769221e-01
 1.3481909e-01 5.4281200e-03 4.8337661e-05 1.9994316e-07]"
"23","190159","Latino_Hispanic","White","Male","20-29","[1.5387553e-01 2.7618753e-03 7.4432290e-01 3.0317435e-05 1.3592246e-04
 2.9300701e-02 6.9572777e-02]","[0.70928985 0.02367781 0.00205011 0.26498216]","[9.9999946e-01 5.3056175e-07]","[2.1506396e-07 9.0388821e-06 2.5232076e-03 8.0335969e-01 1.9034828e-01
 3.7418306e-03 1.7496646e-05 1.9127054e-07 1.8224567e-09]"
"24","187205","White","White","Male","30-39","[9.9994999e-01 2.0020909e-06 9.9978324e-06 2.5159789e-08 9.8143936e-08
 1.1848621e-06 3.6746529e-05]","[9.9968696e-01 2.0046276e-04 4.3139033e-05 6.9428956e-05]","[9.9999994e-01 8.4350084e-08]","[7.1380549e-07 1.9448767e-06 5.2463565e-05 8.0072708e-02 6.6671681e-01
 2.3646049e-01 1.6501091e-02 1.8669719e-04 7.0493907e-06]"
"25","1798845","Black","Black","Male","20-29","[3.6491085e-07 9.9997461e-01 9.6434806e-06 1.6687457e-08 4.8901171e-07
 1.3481377e-05 1.3240708e-06]","[1.6341259e-07 9.9999809e-01 6.1194646e-07 1.1381526e-06]","[9.9999827e-01 1.7052746e-06]","[1.7221925e-08 3.1996740e-05 4.1056685e-02 8.8550007e-01 7.2146513e-02
 1.2604893e-03 4.1880944e-06 3.1013364e-08 1.0362762e-09]"
"26","197428","White","White","Male","30-39","[9.9492598e-01 2.5889115e-06 1.0895856e-03 6.0177604e-07 2.0708781e-06
 4.4523113e-05 3.9347000e-03]","[9.9943620e-01 3.6383806e-06 4.6693999e-06 5.5548223e-04]","[9.999992e-01 7.113674e-07]","[7.8215344e-08 3.3743672e-07 7.2910530e-05 1.2106041e-01 7.1762198e-01
 1.5824665e-01 2.9772888e-03 1.9973342e-05 3.0191464e-07]"
"27","982319","Black","Black","Male","20-29","[1.1237531e-04 9.9981141e-01 5.7372363e-05 5.1533652e-07 3.0672541e-06
 1.3388767e-05 1.8159249e-06]","[1.3278671e-05 9.9997133e-01 1.0628296e-05 4.7751732e-06]","[9.9999332e-01 6.6763046e-06]","[8.6890111e-08 5.7094903e-06 3.1836636e-03 4.6874478e-01 4.2944762e-01
 8.9242481e-02 9.2999525e-03 7.3293719e-05 2.4826295e-06]"
"28","365494","White","White","Male","20-29","[8.7557787e-01 1.8938825e-03 7.4776560e-02 6.6070148e-05 2.0327963e-04
 1.2647220e-03 4.6217576e-02]","[9.9129349e-01 5.3519350e-03 5.1555334e-04 2.8390649e-03]","[0.998903   0.00109709]","[3.4884837e-05 5.9297046e-04 1.7658204e-02 5.9306085e-01 3.6205187e-01
 2.5465250e-02 1.0850199e-03 4.9651502e-05 1.2551047e-06]"
"29","1188191","Black","Black","Male","30-39","[9.7708039e-08 9.9999738e-01 1.9496945e-06 5.9314242e-09 6.7490042e-08
 4.8551391e-07 7.9632422e-08]","[4.0882830e-07 9.9999684e-01 2.1267197e-06 6.4194830e-07]","[9.9980426e-01 1.9574956e-04]","[4.5166733e-08 1.0424512e-06 8.6108566e-04 2.7981144e-01 5.7479650e-01
 1.4226499e-01 2.2340154e-03 2.9390874e-05 1.4404690e-06]"
"30","24057","Black","Indian","Male","30-39","[3.8074531e-02 3.6277372e-01 3.2285026e-01 7.1425857e-05 4.2995691e-04
 6.5436229e-02 2.1036392e-01]","[0.1810623  0.37342945 0.00457985 0.44092846]","[9.9998218e-01 1.7785807e-05]","[1.3002939e-06 1.1479563e-05 1.6439123e-04 4.0554304e-02 6.7337155e-01
 2.8305611e-01 2.8284835e-03 1.2261566e-05 1.3924750e-07]"
"31","871894","White","White","Male","20-29","[8.9021873e-01 1.2465437e-04 9.5237186e-03 6.5048976e-06 1.3706973e-05
 2.3449297e-04 9.9878065e-02]","[9.9968588e-01 2.2850405e-04 1.7868464e-05 6.7740708e-05]","[9.999912e-01 8.797756e-06]","[1.8852435e-07 1.8290881e-05 1.9704164e-03 6.4749414e-01 3.4432888e-01
 6.1792759e-03 8.7029703e-06 9.5833613e-08 1.1830394e-09]"
"32","785633","Latino_Hispanic","White","Male","30-39","[0.38861465 0.00043354 0.41822588 0.00330437 0.0032609  0.00363441
 0.18252619]","[0.9220383  0.04426347 0.01336548 0.02033275]","[9.999929e-01 7.042360e-06]","[3.6090560e-07 1.0300126e-05 6.0275989e-03 4.4296569e-01 4.8947072e-01
 5.9735291e-02 1.7468645e-03 4.2553755e-05 6.8399271e-07]"
"33","190399","Black","Black","Male","30-39","[1.3639412e-06 9.9997479e-01 3.4819216e-06 2.0306996e-09 1.7751058e-08
 1.9861467e-05 4.8906224e-07]","[1.9976913e-05 9.9991190e-01 2.5843208e-06 6.5524022e-05]","[9.9995637e-01 4.3635577e-05]","[1.16778864e-07 1.22828587e-05 9.11282026e-04 1.53492421e-01
 6.29145145e-01 2.07155421e-01 9.08637606e-03 1.92555657e-04
 4.42702276e-06]"
"34","314138","White","White","Male","30-39","[8.9107412e-01 1.5119853e-05 2.4432858e-02 1.5810472e-05 5.2794461e-05
 1.8237500e-03 8.2585596e-02]","[9.8945570e-01 1.3916927e-03 2.2250324e-04 8.9301644e-03]","[9.9999863e-01 1.3632786e-06]","[3.6334271e-08 9.5780695e-07 7.9660909e-04 3.7504777e-01 5.8694232e-01
 3.7028465e-02 1.8318859e-04 6.9480336e-07 9.2395469e-09]"
"35","330051","Black","Black","Male","30-39","[1.4365833e-07 9.9998015e-01 1.2107727e-05 5.3783754e-08 1.0296973e-06
 5.6110935e-06 9.7794839e-07]","[1.5159143e-06 9.9998558e-01 6.6141920e-06 6.2476443e-06]","[9.9999946e-01 5.1654479e-07]","[1.4076409e-07 3.0543508e-06 4.4230511e-04 1.7034176e-01 6.6065085e-01
 1.6559841e-01 2.9282274e-03 3.3537330e-05 1.7674445e-06]"
"36","997358","Black","Black","Male","20-29","[6.1911999e-07 9.9995118e-01 2.1786655e-05 5.6701788e-07 1.4696804e-05
 9.8592800e-06 1.2292672e-06]","[9.8600867e-07 9.9998391e-01 7.3403253e-06 7.7912100e-06]","[0.9973304  0.00266954]","[5.2411219e-06 2.0129681e-03 2.9323962e-01 6.1634433e-01 7.9585649e-02
 8.6519029e-03 1.5524274e-04 4.5805518e-06 4.7074602e-07]"
"37","74027","Black","Black","Male","20-29","[1.1493277e-06 9.9997711e-01 1.2592725e-05 1.4201468e-08 4.3651255e-07
 4.1738049e-06 4.4749872e-06]","[2.5907452e-06 9.9999034e-01 4.1979529e-06 2.8799232e-06]","[9.9999988e-01 1.2898074e-07]","[2.1502102e-07 1.3710368e-05 5.6269923e-03 5.5478638e-01 3.9345387e-01
 4.5060016e-02 1.0193392e-03 3.7687787e-05 1.7883738e-06]"
"38","1095724","Middle Eastern","Indian","Male","30-39","[6.5649454e-03 5.8062742e-03 1.6561227e-01 1.3548297e-05 2.2079609e-04
 2.2785318e-01 5.9392899e-01]","[0.02232091 0.10451751 0.00287266 0.87028897]","[9.9999368e-01 6.3508896e-06]","[1.05082745e-05 1.17088894e-04 2.92020594e-03 4.19393688e-01
 5.36313295e-01 4.06482629e-02 5.81335684e-04 1.53679284e-05
 2.48458889e-07]"
"39","981168","Black","Black","Male","20-29","[1.1874845e-04 9.5956802e-01 1.5221278e-02 9.8870632e-06 8.2801044e-04
 1.5177216e-02 9.0768589e-03]","[2.2399518e-05 9.9028796e-01 8.5531949e-04 8.8343108e-03]","[9.9999988e-01 1.2501718e-07]","[4.9065118e-08 3.3859822e-06 7.5524999e-03 7.6305908e-01 2.1965200e-01
 9.6042780e-03 1.2534118e-04 3.2437704e-06 5.0635695e-08]"
"40","822829","Black","Black","Male","30-39","[2.8309318e-05 9.9929929e-01 3.7264384e-04 3.0589575e-07 7.6249457e-06
 2.6682121e-04 2.4987683e-05]","[4.0831574e-04 9.7644901e-01 6.3937414e-04 2.2503322e-02]","[9.9999297e-01 7.0311535e-06]","[2.3853619e-07 4.5176279e-05 5.8575808e-03 4.5633143e-01 4.9264666e-01
 4.4431370e-02 6.7873986e-04 8.6450982e-06 2.2010032e-07]"
"41","352916","Black","Black","Male","30-39","[4.5786178e-06 9.9982393e-01 9.5327348e-05 8.4646750e-08 1.9058275e-06
 6.3197585e-05 1.0970378e-05]","[4.8272472e-07 9.9998856e-01 2.4461178e-06 8.4415378e-06]","[1.000000e+00 8.497829e-09]","[1.3044422e-07 7.0312167e-06 1.6184414e-03 4.0389264e-01 4.9679399e-01
 9.5672466e-02 1.9827853e-03 3.1878175e-05 6.2276280e-07]"
"42","822703","Black","Black","Male","20-29","[1.7911873e-07 9.9988872e-01 5.9450572e-06 3.7621273e-08 2.0262937e-06
 1.0275314e-04 3.5338445e-07]","[4.2882587e-07 9.9999070e-01 3.0711666e-07 8.5478705e-06]","[9.9996692e-01 3.3102715e-05]","[4.5421480e-08 1.7894927e-05 1.2692022e-02 7.7697933e-01 2.0241871e-01
 7.8075249e-03 8.3213221e-05 1.0880051e-06 5.7563817e-08]"
"43","228338","Middle Eastern","White","Male","30-39","[9.2359751e-02 1.4355434e-03 1.8568210e-01 3.6792833e-04 7.0863491e-04
 2.2641825e-02 6.9680417e-01]","[0.90534735 0.00793496 0.02160088 0.06511679]","[9.999904e-01 9.597014e-06]","[1.26829373e-05 1.14304225e-04 1.30415615e-03 3.07748765e-01
 6.49469554e-01 4.10681553e-02 2.78629479e-04 3.72444060e-06
 6.47979945e-08]"
"44","322391","White","White","Male","20-29","[9.9952430e-01 3.4625798e-05 1.3699733e-04 3.5584208e-08 2.6510742e-07
 3.0125254e-06 3.0084717e-04]","[9.9923831e-01 6.4775982e-04 4.0553834e-05 7.3388364e-05]","[9.9999982e-01 1.8053322e-07]","[1.7447787e-08 8.4752804e-07 4.0632160e-04 5.4633188e-01 4.3765777e-01
 1.5438333e-02 1.6358301e-04 1.2091217e-06 2.3249092e-08]"
"45","901152","Latino_Hispanic","Black","Male","20-29","[1.2339339e-02 4.1883115e-02 6.4656156e-01 1.7760080e-04 2.3870589e-03
 3.1449694e-02 2.6520160e-01]","[0.02631114 0.8844587  0.03919179 0.0500383 ]","[9.999973e-01 2.632597e-06]","[5.2443897e-06 6.2948675e-04 7.7970840e-02 8.3320308e-01 8.6052544e-02
 2.1277445e-03 1.0611763e-05 3.9322174e-07 5.8581096e-09]"
"46","845067","East Asian","Asian","Male","20-29","[1.5746370e-03 9.9315921e-06 1.1193757e-02 6.2498087e-01 3.6202559e-01
 9.7936783e-05 1.1729583e-04]","[1.3510333e-03 1.5679689e-04 9.9791002e-01 5.8218575e-04]","[9.9996161e-01 3.8378454e-05]","[8.2214927e-07 4.9603423e-05 2.0006834e-02 7.0596898e-01 2.6593393e-01
 7.9189176e-03 1.1895043e-04 2.0315060e-06 2.1615021e-08]"
"47","166499","Middle Eastern","White","Male","20-29","[1.9342841e-01 3.1321757e-03 2.1044149e-01 3.8283766e-04 1.3369991e-03
 9.4189607e-03 5.8185905e-01]","[0.9020166  0.0076595  0.00240782 0.08791611]","[9.9999899e-01 1.0540095e-06]","[4.1963034e-08 3.2341297e-06 8.2736658e-03 9.0257788e-01 8.8698491e-02
 4.4576637e-04 8.5791009e-07 2.1863096e-08 3.5038664e-10]"
"48","328155","Black","Black","Male","20-29","[7.2444624e-07 9.9982256e-01 1.9757881e-05 3.0129748e-08 1.8421952e-06
 1.5319299e-04 1.9540296e-06]","[1.2552324e-06 9.9995351e-01 4.1051212e-06 4.1182360e-05]","[9.9996805e-01 3.1920947e-05]","[2.8480443e-08 5.4825978e-05 8.9701504e-02 8.5265124e-01 5.6620408e-02
 9.6470781e-04 7.0697374e-06 1.3355425e-07 5.7205862e-09]"
"49","156682","White","White","Male","30-39","[5.3446627e-01 5.7648955e-04 9.8130532e-02 1.2588341e-04 3.3444838e-04
 4.0480033e-03 3.6231843e-01]","[9.8855579e-01 5.6056674e-03 1.5940341e-04 5.6790775e-03]","[9.9999654e-01 3.4769564e-06]","[3.01822138e-06 1.37681627e-05 3.26323148e-04 1.14989750e-01
 7.58791447e-01 1.24651328e-01 1.21395325e-03 1.03478205e-05
 1.11324951e-07]"
"50","1007841","Latino_Hispanic","Black","Male","20-29","[5.3354260e-03 1.6298702e-01 6.3564920e-01 2.8864318e-04 7.5142956e-03
 1.4038315e-01 4.7842335e-02]","[6.5669161e-04 9.8053896e-01 1.9608452e-03 1.6843531e-02]","[9.9999619e-01 3.8057963e-06]","[3.3876361e-07 2.3393199e-05 2.8914522e-02 8.4639084e-01 1.1925172e-01
 5.3432062e-03 7.4072108e-05 1.9484576e-06 2.3654303e-08]"
"51","1002402","Black","Black","Male","20-29","[3.3895024e-06 9.9992150e-01 5.2901665e-05 3.9917552e-08 7.4208992e-07
 1.2259046e-05 9.1156262e-06]","[5.5747438e-07 9.9999577e-01 6.3259756e-07 3.0868630e-06]","[9.9998105e-01 1.8932817e-05]","[2.7444347e-07 3.0331270e-04 1.8596812e-01 7.4568337e-01 6.5397762e-02
 2.6196083e-03 2.6899759e-05 5.6643825e-07 3.6889979e-08]"
"52","177177","White","White","Male","20-29","[6.9543499e-01 6.6626277e-03 2.8266314e-01 2.4542729e-05 2.3314274e-04
 5.6301343e-04 1.4418549e-02]","[9.6310830e-01 2.3810858e-02 9.0893666e-04 1.2171910e-02]","[9.9999642e-01 3.5612838e-06]","[2.3750668e-09 1.3796357e-07 4.7865068e-03 9.0040207e-01 9.3168601e-02
 1.6274611e-03 1.4899454e-05 3.4386628e-07 4.2262562e-09]"
"53","10819","White","White","Male","30-39","[3.9448914e-01 9.5177092e-02 3.6662337e-01 1.3193098e-04 4.2840591e-04
 8.3278259e-03 1.3482217e-01]","[0.7972081  0.16635245 0.00297598 0.03346352]","[9.999993e-01 6.795721e-07]","[2.4089828e-05 9.5333337e-05 3.6889967e-03 2.0965859e-01 5.6839633e-01
 1.9974107e-01 1.8102217e-02 2.8967141e-04 3.6758502e-06]"
"54","911855","Black","Black","Male","20-29","[1.3900455e-05 9.9959457e-01 2.7152136e-04 5.3113729e-07 5.7245611e-06
 2.5277024e-05 8.8534012e-05]","[7.0335332e-06 9.9992013e-01 2.2397628e-05 5.0449369e-05]","[1.0000000e+00 2.1464569e-08]","[3.6111425e-07 2.0515106e-05 5.7448880e-03 5.5887198e-01 3.5038808e-01
 8.0337100e-02 4.5270524e-03 1.0663473e-04 3.4194520e-06]"
"55","891793","Black","Black","Male","30-39","[2.2864861e-05 9.9940664e-01 2.8556728e-04 9.5350890e-07 1.4427926e-05
 2.3760121e-04 3.1960790e-05]","[1.04451065e-04 9.99450982e-01 8.48383424e-05 3.59725091e-04]","[9.9998993e-01 1.0041726e-05]","[3.0286906e-06 2.9711457e-05 1.1743442e-03 2.6343295e-01 6.4004868e-01
 9.3239173e-02 2.0204710e-03 4.9381135e-05 2.2800941e-06]"
"56","333595","Latino_Hispanic","White","Male","20-29","[0.10789561 0.00182896 0.80831647 0.0036215  0.02418421 0.01572488
 0.03842834]","[9.0301281e-01 5.5177551e-04 9.2608035e-02 3.8274850e-03]","[9.9994755e-01 5.2461473e-05]","[2.1479164e-07 3.8162540e-05 2.1579552e-02 7.7829611e-01 1.9540204e-01
 4.6585193e-03 2.4935322e-05 4.8064567e-07 8.0658671e-09]"
"57","186953","Middle Eastern","Black","Male","10-19","[0.04905705 0.00395395 0.42826116 0.00052818 0.00386333 0.02524462
 0.4890917 ]","[0.24493831 0.35324958 0.06391935 0.33789277]","[9.999135e-01 8.651507e-05]","[1.3030914e-06 9.5079886e-03 5.0840598e-01 4.6928027e-01 1.2709628e-02
 9.4485404e-05 2.9023093e-07 1.6033662e-08 3.9355760e-10]"
"58","96542","White","White","Male","30-39","[9.9608654e-01 8.9863952e-06 8.8375330e-04 5.3353638e-06 1.8223813e-05
 2.0197780e-05 2.9769037e-03]","[9.9704134e-01 9.9412806e-04 6.7827670e-04 1.2862158e-03]","[9.9999958e-01 4.2186937e-07]","[1.0048619e-06 1.9555440e-05 1.7954090e-03 4.3748924e-01 5.3648382e-01
 2.4030006e-02 1.7730628e-04 3.5830635e-06 1.0016153e-07]"
"59","340519","Black","Indian","Male","40-49","[1.10101290e-01 3.37943137e-01 1.13875665e-01 1.05280182e-04
 8.53514299e-04 2.45182991e-01 1.91938147e-01]","[0.2880758  0.24078651 0.00285234 0.4682854 ]","[9.9999428e-01 5.7308375e-06]","[4.7595349e-06 1.9693060e-05 3.9807093e-04 2.3513161e-02 1.7669554e-01
 3.9791697e-01 3.6667210e-01 3.4023803e-02 7.5590564e-04]"
"60","1106446","Latino_Hispanic","Black","Male","20-29","[6.6854991e-03 3.4131968e-01 4.5196527e-01 1.7694023e-04 2.7376532e-03
 7.9654984e-02 1.1746003e-01]","[0.00593777 0.76455593 0.00584706 0.22365935]","[9.9999487e-01 5.1488523e-06]","[3.36535265e-07 2.07112043e-05 2.37814933e-02 7.71879494e-01
 1.94942892e-01 9.25339758e-03 1.18639844e-04 2.95363975e-06
 5.48657226e-08]"
"61","26895","Black","Black","Male","40-49","[9.05048623e-08 9.99992192e-01 1.57286979e-06 1.65022052e-09
 1.19300125e-08 5.85505222e-06 2.92782175e-07]","[4.6548774e-07 9.9996245e-01 6.4969515e-07 3.6507958e-05]","[9.9928802e-01 7.1197934e-04]","[4.1128300e-07 2.1250278e-06 6.5276028e-05 1.7732341e-02 3.2895595e-01
 5.3591377e-01 1.0914810e-01 7.8563485e-03 3.2559733e-04]"
"62","1498628","Latino_Hispanic","Indian","Male","20-29","[1.5495147e-02 1.1684889e-02 4.9611485e-01 1.0193661e-05 2.2461492e-04
 2.9663202e-01 1.7983831e-01]","[0.07852027 0.14097369 0.00097802 0.779528  ]","[9.9999911e-01 8.7341186e-07]","[3.05367706e-07 1.03412685e-05 1.81531138e-03 6.31977379e-01
 3.56352985e-01 9.79490485e-03 4.82520409e-05 5.35032598e-07
 6.56490329e-09]"
