"","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair","ID","black","Skin3"
"6424","White","White","Male","20-29","[7.9297179e-01 8.4501353e-06 1.7667075e-03 3.7946655e-05 5.0729035e-05
 1.6246170e-04 2.0500189e-01]","[9.9939042e-01 7.1948925e-06 1.7656820e-04 4.2575836e-04]","[0.9893943 0.0106057]","[9.2556030e-07 5.4953984e-05 5.7705779e-02 8.1983721e-01 1.1204698e-01
 9.6825520e-03 6.1217794e-04 5.5871496e-05 3.5906319e-06]","1085739",NA,NA
"6425","White","White","Male","20-29","[9.8178858e-01 1.1907032e-05 7.0359376e-03 1.7294602e-04 3.8144024e-04
 6.6765904e-05 1.0542502e-02]","[9.9920565e-01 2.4522193e-05 4.5880198e-04 3.1101459e-04]","[9.9999988e-01 1.3574753e-07]","[3.4280951e-08 4.4158460e-05 3.0097327e-01 6.8162924e-01 1.6964629e-02
 3.8603391e-04 2.6342250e-06 3.7382208e-08 3.6849604e-10]","1085881",NA,NA
"6426","Middle Eastern","Indian","Male","20-29","[6.7028268e-03 9.7463420e-03 1.3576955e-01 2.1255304e-05 3.0246057e-04
 1.7125336e-02 8.3033222e-01]","[0.11062332 0.1776722  0.06746034 0.64424413]","[9.9999928e-01 7.1003564e-07]","[5.2889900e-06 2.1359265e-04 2.6246177e-02 7.6178068e-01 2.0307496e-01
 8.6043561e-03 7.3165429e-05 1.8533136e-06 1.7158863e-08]","1085938",0,"Medium"
"6427","Black","Black","Male","20-29","[0.00493436 0.6548359  0.25947273 0.00263504 0.06129159 0.00982679
 0.00700356]","[0.00297337 0.9340755  0.05547632 0.00747475]","[1.0000000e+00 3.0853432e-08]","[5.3078448e-08 1.5466551e-06 1.0694488e-02 7.9270619e-01 1.8882653e-01
 7.6182834e-03 1.4918717e-04 3.6612294e-06 4.6848854e-08]","1085949",NA,NA
"6428","Black","Black","Male","20-29","[1.2745468e-06 9.9995267e-01 2.4748180e-05 1.6087814e-08 6.4301423e-07
 1.9133324e-05 1.5580541e-06]","[2.3874902e-06 9.9997950e-01 1.7434663e-06 1.6386219e-05]","[9.9999988e-01 1.4886643e-07]","[5.0839763e-08 1.0742433e-05 6.7320629e-03 7.3689651e-01 2.4453364e-01
 1.1646634e-02 1.7523760e-04 4.8725601e-06 2.4237508e-07]","1085950",1,"Black"
"6429","White","White","Male","20-29","[6.6997731e-01 2.4932154e-04 2.9661957e-02 1.4714653e-05 3.6200723e-05
 3.5364958e-04 2.9970682e-01]","[9.9872231e-01 7.9927826e-04 6.2596868e-05 4.1570602e-04]","[9.9999976e-01 2.9775293e-07]","[1.2726169e-05 5.2416464e-04 2.9061589e-02 6.7324036e-01 2.7595958e-01
 2.0758232e-02 4.3385703e-04 9.3396511e-06 1.2637138e-07]","1085982",NA,NA
"6430","White","White","Male","20-29","[7.9794574e-01 1.0677520e-05 6.9506769e-03 2.3648267e-05 5.6055072e-05
 5.0842122e-05 1.9496229e-01]","[9.9712777e-01 8.9279818e-04 5.9087708e-04 1.3885825e-03]","[9.9999762e-01 2.3556147e-06]","[2.71566961e-07 2.66225270e-05 1.27653675e-02 8.25589240e-01
 1.58591211e-01 3.01573426e-03 1.13872911e-05 2.05916862e-07
 2.83969603e-09]","1086128",0,"White"
"6431","White","White","Male","10-19","[9.9994457e-01 9.0775938e-09 7.9588190e-06 1.6131166e-07 3.3318250e-07
 3.5744915e-08 4.6954654e-05]","[9.9995011e-01 6.0391085e-06 3.9563074e-05 4.2831771e-06]","[9.9999768e-01 2.2720415e-06]","[8.5768477e-09 1.5777051e-04 8.2532835e-01 1.7307463e-01 1.3983906e-03
 4.0782437e-05 1.0879994e-07 1.2629707e-09 2.4796954e-11]","1086193",0,"White"
"6432","White","White","Male","20-29","[9.0337723e-01 4.8414789e-04 6.0449678e-02 1.6709701e-04 1.1074240e-03
 4.2896132e-05 3.4371499e-02]","[9.9930024e-01 3.1930304e-04 3.6739657e-04 1.3027661e-05]","[9.999944e-01 5.598674e-06]","[2.5132161e-08 2.7929817e-04 4.8967531e-01 5.0658756e-01 3.4387086e-03
 1.9091802e-05 7.1258569e-08 1.7919646e-09 4.2805242e-11]","1086199",0,"White"
"6433","Black","Black","Male","30-39","[1.8798885e-07 9.9998248e-01 5.5739888e-06 1.1021452e-09 8.7045940e-08
 1.1392374e-05 2.7451867e-07]","[3.8651729e-06 9.9994200e-01 1.7729073e-05 3.6421614e-05]","[1.0000000e+00 3.8162526e-09]","[1.8229446e-09 7.3179194e-08 1.7448807e-04 2.9392788e-01 6.5438497e-01
 5.0835293e-02 6.7373697e-04 3.4077723e-06 5.7994555e-08]","1086223",1,"Black"
"6434","Middle Eastern","White","Male","20-29","[4.1693696e-01 1.0119902e-04 4.7580704e-02 2.0441028e-06 2.5506917e-05
 2.9089533e-02 5.0626403e-01]","[9.5912063e-01 6.7393709e-04 7.9522833e-05 4.0125933e-02]","[1.000000e+00 6.484374e-11]","[6.9899976e-08 6.4249129e-05 1.1378685e-01 8.4114009e-01 4.4465922e-02
 5.4156076e-04 1.2448337e-06 1.5343861e-08 6.9802941e-11]","1086252",0,"White"
"6435","White","White","Male","20-29","[9.5398825e-01 2.4773044e-04 3.7043288e-02 7.2136259e-05 2.3318065e-04
 4.3925826e-05 8.3713606e-03]","[9.9800438e-01 2.2084349e-04 1.3341404e-03 4.4060155e-04]","[9.9999893e-01 1.1353386e-06]","[3.1967321e-08 3.5870926e-05 3.0816075e-01 6.7534214e-01 1.6046997e-02
 4.0938274e-04 4.7029966e-06 1.1835294e-07 2.4379192e-09]","1086286",0,"White"
"6436","Latino_Hispanic","White","Male","20-29","[0.18275553 0.0020073  0.72494197 0.00230899 0.00771162 0.01038015
 0.06989453]","[0.5533122  0.02644353 0.24948138 0.17076294]","[1.000000e+00 7.830263e-09]","[8.2978978e-08 3.7838850e-05 1.8975673e-02 9.0480304e-01 7.4963115e-02
 1.2140004e-03 5.9726694e-06 2.4316492e-07 1.3798047e-09]","1086346",0,"Medium"
"6437","White","White","Male","20-29","[9.9658382e-01 1.4354229e-05 1.9563469e-03 9.4216457e-06 1.5585983e-05
 1.7057636e-06 1.4186986e-03]","[9.9990851e-01 5.6901215e-05 2.7158298e-05 7.3842070e-06]","[1.0000000e+00 1.0891541e-08]","[4.3582311e-08 9.5099886e-06 3.2637827e-02 9.2047888e-01 4.6411704e-02
 4.5913592e-04 2.8970117e-06 3.7727641e-08 4.9177917e-10]","1086347",0,"White"
"6438","Latino_Hispanic","White","Male","10-19","[2.8475133e-01 7.3900367e-03 6.3103449e-01 3.3981446e-04 3.3518190e-03
 7.3696934e-03 6.5762870e-02]","[0.5785937  0.28569657 0.00607768 0.12963203]","[9.9999946e-01 5.2123443e-07]","[1.1129258e-08 9.9062636e-05 5.4604578e-01 4.4937968e-01 4.4519673e-03
 2.3410876e-05 7.2927520e-08 2.3658868e-09 3.6689374e-11]","1086415",NA,NA
"6439","White","White","Male","20-29","[9.9996668e-01 1.6490600e-07 9.3668932e-06 2.4287119e-06 1.3516031e-06
 8.5335877e-08 1.9935738e-05]","[9.9997926e-01 7.5599742e-06 1.0278418e-05 2.8521988e-06]","[9.9999094e-01 9.0918475e-06]","[4.4389026e-08 5.7300298e-05 1.2550765e-01 8.4958583e-01 2.2945872e-02
 1.7746491e-03 1.2493950e-04 3.6427041e-06 8.9314625e-08]","1086417",0,"White"
"6440","White","White","Male","20-29","[9.2731184e-01 2.6968920e-03 3.4853447e-02 2.0316518e-04 5.9328845e-04
 2.3163104e-05 3.4318112e-02]","[9.7844028e-01 1.9202704e-02 2.2858398e-03 7.1177914e-05]","[1.0000000e+00 7.4110336e-09]","[3.1863428e-07 4.3411736e-05 7.7455924e-03 8.1403422e-01 1.7649180e-01
 1.6783254e-03 6.2389463e-06 1.5508051e-07 2.2797708e-09]","1086436",0,"White"
"6441","Black","Black","Male","20-29","[2.9086782e-02 5.2987146e-01 2.1598624e-01 7.3826282e-05 8.7458157e-04
 1.0498435e-02 2.1360867e-01]","[0.02091754 0.963813   0.00337213 0.0118973 ]","[9.9999940e-01 6.2385647e-07]","[6.8258409e-08 8.0850274e-05 9.7905800e-02 8.5121894e-01 5.0286774e-02
 5.0603907e-04 1.4479663e-06 3.8862556e-08 5.5388055e-10]","1086439",0,"Medium"
"6442","Middle Eastern","White","Male","20-29","[8.3499022e-02 5.3135427e-05 1.3082903e-02 5.6336457e-06 4.3367247e-05
 2.0511082e-04 9.0311080e-01]","[0.98786545 0.00381745 0.00150157 0.00681553]","[0.9802404  0.01975956]","[3.3231535e-07 5.6576612e-04 2.5670835e-01 6.4889616e-01 8.5656777e-02
 7.9996781e-03 1.6661979e-04 6.2372105e-06 9.9744838e-08]","1086581",NA,NA
"6443","White","White","Male","20-29","[8.2965219e-01 2.1809238e-04 1.2843333e-01 1.2712282e-03 1.0805441e-03
 5.4688111e-04 3.8797781e-02]","[9.8241919e-01 2.9106167e-04 1.6208675e-02 1.0810016e-03]","[9.99985874e-01 1.41282135e-05]","[4.8064319e-08 2.6186403e-06 2.0321082e-02 8.3066839e-01 1.3885584e-01
 9.9571189e-03 1.8889581e-04 5.9036461e-06 5.9080836e-08]","1086582",0,"White"
"6444","White","White","Male","20-29","[9.8258275e-01 7.6309545e-05 1.0049298e-02 4.6839610e-05 1.2111021e-04
 8.1222515e-06 7.1155657e-03]","[9.9990767e-01 4.3060340e-05 2.1881020e-05 2.7458138e-05]","[9.9959874e-01 4.0127628e-04]","[1.1521989e-08 2.1024618e-05 2.7002507e-01 7.1765637e-01 1.2034244e-02
 2.6011447e-04 3.0449658e-06 1.1205245e-07 3.0961840e-09]","1086583",NA,NA
"6445","Black","Black","Male","20-29","[1.8665112e-06 9.9977654e-01 2.2888486e-05 2.4468162e-07 3.4946195e-06
 1.9302608e-04 1.9278182e-06]","[4.3065506e-07 9.9997932e-01 3.2660751e-06 1.6921771e-05]","[0.98740727 0.01259277]","[2.0673535e-07 2.5066180e-04 8.9376628e-02 7.8440434e-01 1.2259128e-01
 3.3209436e-03 5.4558073e-05 1.3444926e-06 9.0139324e-08]","1086629",1,"Black"
"6446","Black","Black","Female","40-49","[6.6225685e-04 7.4819779e-01 1.0594575e-02 5.7647581e-04 7.8002391e-03
 2.3183346e-01 3.3520011e-04]","[7.693925e-05 9.954188e-01 6.007454e-05 4.444273e-03]","[0.473384 0.526616]","[2.2530827e-05 3.8052822e-04 1.2436773e-02 9.6977249e-02 2.5722250e-01
 3.7410820e-01 2.3133315e-01 2.5254456e-02 2.2645779e-03]","1086805",1,"Black"
"6447","White","White","Male","20-29","[4.8427451e-01 3.3858637e-04 2.9224789e-01 3.1952623e-05 1.0104660e-04
 2.0513812e-03 2.2095470e-01]","[9.9607366e-01 8.9075140e-05 6.3423032e-04 3.2030314e-03]","[9.9999946e-01 5.1243046e-07]","[4.5164261e-06 2.9521165e-03 3.3094841e-01 6.2641799e-01 3.8642328e-02
 1.0305507e-03 3.9786573e-06 7.2381653e-08 1.0499257e-09]","1086992",0,"White"
"6448","White","White","Male","20-29","[6.3777268e-01 6.1191129e-04 3.1938994e-01 7.1274335e-03 6.1723962e-03
 4.4515836e-03 2.4473976e-02]","[0.992578   0.00122337 0.00209393 0.00410464]","[9.9955887e-01 4.4118025e-04]","[2.9287080e-06 8.0679962e-04 3.8663620e-01 5.2680945e-01 7.8381188e-02
 7.1841460e-03 1.7479656e-04 4.3610057e-06 1.2798795e-07]","1087043",0,"Medium"
"6449","White","White","Male","10-19","[7.2454095e-01 5.3984946e-05 4.5855530e-02 2.1733282e-05 3.1617139e-05
 7.8330748e-05 2.2941780e-01]","[9.9984789e-01 3.3365282e-05 4.1273765e-05 7.7487457e-05]","[9.9998271e-01 1.7243152e-05]","[8.1723482e-07 4.0867841e-03 9.1714966e-01 7.4853756e-02 3.7638356e-03
 1.4435188e-04 7.7356896e-07 3.1785817e-08 6.7466055e-10]","1087267",0,"White"
"6450","White","White","Male","20-29","[7.8404284e-01 2.9410305e-04 1.8341279e-01 3.0250771e-05 1.0922447e-04
 2.3081648e-04 3.1879909e-02]","[9.982450e-01 9.283383e-04 1.805520e-04 6.460041e-04]","[9.9997705e-01 2.2964279e-05]","[7.6941111e-09 2.6673572e-06 3.5720479e-02 8.8838351e-01 7.4934006e-02
 9.5456489e-04 4.7614490e-06 4.7084967e-08 5.4830313e-10]","1087316",0,"White"
"6451","Black","Indian","Male","30-39","[3.2789952e-03 5.5224127e-01 2.4732958e-01 2.6566070e-06 1.1270353e-04
 1.9089314e-01 6.1417897e-03]","[0.00304979 0.42017135 0.00307705 0.5737018 ]","[1.000000e+00 3.646143e-08]","[2.8746555e-07 1.0477505e-06 2.8193466e-04 1.0466077e-01 6.8720710e-01
 2.0136410e-01 6.4222827e-03 6.2175168e-05 3.0696245e-07]","1087359",1,"Black"
"6452","White","White","Male","10-19","[7.3411244e-01 1.0687779e-03 4.0068433e-02 4.9352362e-05 1.2077014e-04
 5.8048896e-05 2.2452220e-01]","[9.9697560e-01 2.4402665e-03 5.3453277e-04 4.9542348e-05]","[9.9999815e-01 1.8682831e-06]","[4.0055987e-05 4.3101244e-02 4.3824631e-01 4.1943449e-01 9.4742402e-02
 4.3487018e-03 8.1848120e-05 4.8021820e-06 1.3218633e-07]","1087380",NA,NA
"6453","White","White","Male","20-29","[5.7310539e-01 1.5751588e-04 1.2574993e-02 1.0716348e-05 2.6406336e-05
 7.7196542e-04 4.1335294e-01]","[9.9274427e-01 2.3558976e-04 6.2879687e-04 6.3913409e-03]","[9.999728e-01 2.720316e-05]","[1.21050965e-08 3.96073119e-06 8.76076333e-03 8.78245592e-01
 1.12497896e-01 4.90539125e-04 1.19289166e-06 2.87055393e-08
 7.66750829e-10]","1087420",0,"White"
"6454","Black","Black","Male","20-29","[1.4956760e-07 9.9997658e-01 2.5345416e-06 2.4828514e-08 5.4451692e-07
 1.9852319e-05 3.4669026e-07]","[1.3144262e-07 9.9996060e-01 6.4424157e-06 3.2840097e-05]","[9.9991715e-01 8.2810075e-05]","[2.90447755e-08 1.05028821e-05 1.36447204e-02 7.54054725e-01
 2.24620432e-01 7.64260394e-03 2.67933337e-05 1.97913806e-07
 1.37202765e-08]","1087476",1,"Black"
"6455","White","White","Male","10-19","[5.8177757e-01 3.0651820e-05 4.5162704e-02 2.2672680e-06 1.3986081e-05
 1.2638272e-03 3.7174901e-01]","[9.9241596e-01 2.2547655e-03 3.2200114e-04 5.0071813e-03]","[9.9999785e-01 2.1935341e-06]","[2.12225295e-08 1.00157384e-04 5.30209363e-01 4.63327795e-01
 6.26406446e-03 9.84093786e-05 2.12865316e-07 4.43805970e-09
 5.99385819e-11]","1087489",NA,NA
"6456","Black","Black","Female","30-39","[9.8357368e-08 9.9999332e-01 2.5271934e-06 9.7592974e-09 8.8590639e-08
 4.0376153e-06 3.4851318e-08]","[3.7238274e-07 9.9999481e-01 5.5279276e-07 4.2639158e-06]","[0.0102933 0.9897067]","[4.6673616e-09 1.4081651e-06 2.3602610e-03 3.5015321e-01 6.1673266e-01
 3.0316578e-02 4.3398116e-04 1.9671911e-06 2.8100322e-08]","1087514",1,"Black"
"6457","Middle Eastern","Indian","Male","20-29","[3.4398761e-02 7.4683403e-04 9.8470300e-02 6.0193372e-05 1.7742247e-04
 2.2086829e-02 8.4405959e-01]","[0.33269852 0.00733836 0.0013256  0.6586376 ]","[9.999910e-01 8.985484e-06]","[3.4761613e-06 6.6374411e-04 3.1569194e-02 8.2647425e-01 1.3968793e-01
 1.5974930e-03 3.8307726e-06 9.7565383e-08 2.0718371e-09]","1087556",NA,NA
"6458","White","White","Male","20-29","[9.2128140e-01 1.4383483e-04 1.7213373e-02 1.4152205e-04 2.9203502e-04
 1.3840350e-04 6.0789537e-02]","[9.9902749e-01 3.6536908e-04 5.5751059e-04 4.9533846e-05]","[9.9999285e-01 7.1246609e-06]","[8.64422578e-09 3.48926078e-05 1.57025293e-01 8.32585394e-01
 1.03318365e-02 2.25052881e-05 3.14749116e-08 1.00549746e-09
 2.35662791e-11]","1087570",NA,NA
"6459","White","White","Male","20-29","[9.99672234e-01 1.69027135e-05 1.22031845e-04 2.54389033e-06
 9.84082999e-06 8.75634271e-07 1.75584864e-04]","[9.9772859e-01 2.1040642e-03 1.5073967e-04 1.6594126e-05]","[1.0000000e+00 5.1453473e-08]","[8.1170958e-07 6.2240717e-05 9.0529127e-03 6.9690126e-01 2.8603861e-01
 7.8730322e-03 7.0085640e-05 1.0602239e-06 3.5196972e-08]","1087744",0,"White"
"6460","White","White","Male","20-29","[7.6955229e-01 3.4708309e-03 1.0229055e-01 2.2511394e-04 7.9602492e-04
 1.3171518e-04 1.2353347e-01]","[9.8188162e-01 1.3921192e-02 3.4437377e-03 7.5341354e-04]","[9.9938935e-01 6.1064505e-04]","[1.9292335e-08 5.1360475e-05 2.4681360e-01 7.3405159e-01 1.8891683e-02
 1.9083569e-04 9.4489468e-07 2.0776739e-08 5.4315036e-10]","1087748",NA,NA
"6461","Latino_Hispanic","Black","Male","20-29","[1.9978052e-02 3.9625582e-01 5.0365031e-01 8.6499378e-05 1.9939749e-03
 1.9137776e-02 5.8897600e-02]","[0.0071291  0.96982646 0.00486989 0.01817457]","[9.999999e-01 9.047082e-08]","[4.2887372e-08 3.6418096e-06 6.3918740e-03 7.8571969e-01 2.0509821e-01
 2.7692784e-03 1.7077333e-05 2.2506765e-07 3.1301053e-09]","1087790",NA,NA
"6462","Latino_Hispanic","White","Male","20-29","[2.6840323e-01 5.3324677e-02 5.1178145e-01 3.4505447e-05 2.0899951e-04
 5.8106054e-04 1.6566597e-01]","[0.5685499  0.4274576  0.00142905 0.00256346]","[9.9999976e-01 2.2335482e-07]","[2.1280690e-07 1.0388474e-04 9.3463339e-02 8.6234170e-01 4.3499447e-02
 5.8884616e-04 2.4845422e-06 4.4681130e-08 7.3008521e-10]","1087795",NA,NA
"6463","White","White","Male","20-29","[9.9996299e-01 2.8053691e-07 9.7985721e-06 5.2555688e-08 7.6039498e-08
 9.6575459e-09 2.6869649e-05]","[9.9998879e-01 9.3585886e-06 1.3452367e-06 4.7653884e-07]","[9.9999988e-01 1.3000778e-07]","[1.2465008e-08 2.9913595e-05 1.3878915e-01 8.4059185e-01 2.0354584e-02
 2.3382581e-04 6.5887122e-07 9.3021049e-09 1.4119290e-10]","1087839",NA,NA
"6464","White","White","Male","20-29","[7.5105268e-01 1.7687010e-04 4.3316074e-02 5.1417064e-05 1.1649942e-04
 9.4784991e-05 2.0519161e-01]","[0.8807454  0.08234406 0.02441209 0.01249848]","[9.999999e-01 9.772243e-08]","[5.6206346e-09 1.7157082e-06 1.1884446e-02 9.1301948e-01 7.4189976e-02
 8.9966011e-04 4.5738429e-06 5.4571775e-08 4.5578943e-10]","1087845",0,"White"
"6465","White","White","Male","20-29","[9.7768068e-01 5.2601058e-06 5.5411649e-03 5.9427531e-03 4.2111040e-03
 5.6421377e-05 6.5626297e-03]","[9.9820852e-01 3.1688051e-06 1.7812062e-03 7.1138775e-06]","[9.9991745e-01 8.2573664e-05]","[1.1037976e-03 5.4202944e-02 2.0998214e-01 3.9881027e-01 2.9869014e-01
 3.5688579e-02 1.4391032e-03 7.7272256e-05 5.7845468e-06]","1087852",NA,NA
"6466","White","White","Male","20-29","[9.9978036e-01 9.3633588e-07 8.7647655e-05 2.2504841e-07 5.5176810e-07
 1.6060236e-06 1.2866981e-04]","[9.9920225e-01 4.1616589e-04 5.7271929e-05 3.2429371e-04]","[9.9999428e-01 5.6929903e-06]","[3.3853109e-09 8.7010121e-06 6.9543973e-02 9.1050017e-01 1.9672221e-02
 2.7407726e-04 8.7252340e-07 6.9379835e-09 1.3249161e-10]","1087919",NA,NA
"6467","Latino_Hispanic","Black","Male","20-29","[1.9900273e-01 8.8293619e-02 6.1757696e-01 3.4257254e-04 2.7365491e-03
 6.5868251e-02 2.6179345e-02]","[0.15455382 0.62514573 0.00461077 0.21568973]","[9.9999917e-01 8.6140574e-07]","[3.5864394e-09 7.6519501e-07 7.1413782e-03 9.5140892e-01 4.1289162e-02
 1.5935849e-04 4.4456493e-07 8.6147596e-09 1.7624779e-10]","1087957",0,"Medium"
"6468","Black","Black","Male","20-29","[8.6226559e-04 8.2882261e-01 4.5289014e-02 4.8274673e-05 1.4074157e-03
 8.8660985e-02 3.4909442e-02]","[8.6822583e-05 9.8532158e-01 1.4859425e-04 1.4443028e-02]","[9.9999952e-01 4.7890364e-07]","[4.7418119e-08 4.8737693e-05 3.4437936e-02 9.1210711e-01 5.2955609e-02
 4.4886552e-04 1.6447379e-06 3.6715836e-08 7.3908807e-10]","1088160",NA,NA
"6469","Latino_Hispanic","White","Male","20-29","[1.4480966e-01 2.2617268e-04 4.9082989e-01 3.6880045e-04 1.7615296e-03
 6.9167249e-02 2.9283673e-01]","[0.7255905  0.00389282 0.03715205 0.2333646 ]","[1.00000000e+00 1.34132625e-08]","[3.1518239e-06 9.8072283e-04 1.2215462e-01 6.9438344e-01 1.7733407e-01
 5.1224525e-03 2.1217735e-05 3.0843972e-07 1.5445629e-09]","1088565",0,"Medium"
"6470","Black","Black","Male","40-49","[0.04860478 0.43424302 0.21760355 0.0329757  0.09160507 0.03744479
 0.1375231 ]","[0.0633646  0.46495312 0.44081628 0.03086595]","[0.997584   0.00241603]","[5.6789358e-06 1.1983819e-04 2.9275864e-03 1.1953542e-01 3.3440614e-01
 4.2448968e-01 1.1265388e-01 5.6300773e-03 2.3179562e-04]","1088566",0,"Medium"
"6471","Middle Eastern","White","Male","20-29","[1.4947638e-01 2.6120883e-03 1.0030013e-01 4.3537319e-05 2.3724326e-04
 7.3834863e-03 7.3994714e-01]","[9.6553344e-01 2.7640440e-02 9.3812059e-04 5.8880732e-03]","[9.9999976e-01 2.3216788e-07]","[8.1618481e-09 3.2249338e-06 3.8433973e-02 9.2262036e-01 3.8643718e-02
 2.9728617e-04 1.3182188e-06 8.2326004e-08 1.2762310e-09]","1088567",0,"White"
"6472","White","White","Male","10-19","[9.9509203e-01 7.7458117e-06 1.0266816e-03 4.9129420e-07 1.4021928e-06
 3.3230333e-06 3.8683515e-03]","[9.9991709e-01 4.9549530e-05 9.2403143e-06 2.4121584e-05]","[9.9999934e-01 6.6520215e-07]","[4.7873363e-07 7.9330837e-04 6.0687995e-01 3.8115925e-01 1.0831889e-02
 3.3371605e-04 1.4450508e-06 1.7205071e-08 1.8660722e-10]","1088679",NA,NA
"6473","Middle Eastern","White","Male","20-29","[2.8895208e-01 4.1100671e-04 4.8859864e-02 1.9060362e-04 8.8281161e-04
 8.8175124e-04 6.5982187e-01]","[0.8689452  0.08589245 0.03728674 0.00787558]","[9.9992037e-01 7.9618709e-05]","[2.1587013e-07 5.1584130e-04 2.2335628e-01 7.4322379e-01 3.2385163e-02
 5.1590276e-04 2.7081926e-06 7.3895130e-08 2.0306388e-09]","1088897",0,"White"
"6474","Latino_Hispanic","White","Male","20-29","[0.28561392 0.00201836 0.42906135 0.00390446 0.00517308 0.00252818
 0.2717007 ]","[0.9332492  0.05789301 0.00705395 0.00180388]","[9.9999648e-01 3.5749615e-06]","[7.7430411e-07 1.0539643e-04 2.1292841e-02 8.6550742e-01 1.1176825e-01
 1.3188220e-03 6.4083065e-06 1.2696636e-07 2.1179705e-09]","1089108",0,"Medium"
"6475","Middle Eastern","White","Male","10-19","[3.2581514e-01 1.1490514e-04 2.5359830e-01 1.9386286e-03 2.0365370e-03
 3.3853850e-03 4.1311103e-01]","[0.91327405 0.00221702 0.04216111 0.04234782]","[9.9999964e-01 3.7443726e-07]","[4.1328596e-07 8.8866742e-04 6.3114411e-01 3.5960492e-01 8.2708476e-03
 9.0656606e-05 3.7143926e-07 1.3642710e-08 1.7667660e-10]","1089135",0,"White"
"6476","Middle Eastern","White","Male","20-29","[2.1211387e-01 1.3323886e-02 1.8918175e-01 5.7171725e-05 2.5587602e-04
 2.9113351e-03 5.8215612e-01]","[0.6382444  0.33877692 0.00072194 0.02225683]","[9.9999970e-01 2.8172244e-07]","[8.5992025e-07 1.3449219e-04 3.4431268e-02 8.2780153e-01 1.3426259e-01
 3.3448022e-03 2.4202931e-05 3.6154464e-07 4.0793164e-09]","1089161",0,"White"
"6477","Middle Eastern","White","Male","10-19","[4.0143436e-01 9.5902773e-04 2.6643049e-02 2.1742616e-04 5.7215028e-04
 6.1870134e-04 5.6955528e-01]","[0.95273226 0.04154124 0.00282861 0.00289786]","[1.0000000e+00 2.1738575e-08]","[1.5193596e-07 2.1462976e-03 7.3482585e-01 2.5426686e-01 8.5930536e-03
 1.6711556e-04 6.8040788e-07 1.6713267e-08 2.4510929e-10]","1089184",NA,NA
"6478","White","White","Male","20-29","[9.8188937e-01 7.6115828e-07 5.5371400e-04 3.8755043e-05 2.5255469e-05
 1.0961794e-05 1.7481152e-02]","[9.9995548e-01 5.9668578e-06 3.1429274e-05 7.1225672e-06]","[9.9994946e-01 5.0542167e-05]","[1.1610447e-09 2.5180684e-06 2.2616372e-01 7.6830566e-01 5.4870350e-03
 4.0888106e-05 1.4011781e-07 2.5702511e-09 7.9755091e-11]","1089219",0,"White"
"6479","Middle Eastern","White","Male","20-29","[4.4399872e-01 2.6560677e-04 1.5197738e-02 3.3554308e-05 1.3113656e-04
 9.0317545e-04 5.3947008e-01]","[9.9459600e-01 3.1496647e-03 3.1216562e-04 1.9422843e-03]","[9.9996108e-01 3.8968312e-05]","[9.9352398e-08 3.9483639e-05 3.5055403e-02 8.1569725e-01 1.4572191e-01
 3.4528568e-03 3.2228636e-05 8.0740000e-07 2.0433250e-08]","1089220",NA,NA
"6480","Middle Eastern","Indian","Male","20-29","[1.62238866e-01 3.70217953e-04 1.44120231e-01 1.80112256e-05
 1.07825996e-04 4.60159518e-02 6.47128880e-01]","[2.6485154e-01 4.3917224e-03 3.9649633e-04 7.3036027e-01]","[9.9999774e-01 2.2396246e-06]","[1.2703113e-04 1.4153752e-02 1.6316643e-01 6.2432104e-01 1.8770452e-01
 1.0439479e-02 8.6188033e-05 1.5648963e-06 1.3508016e-08]","1089222",NA,NA
"6481","Middle Eastern","White","Male","20-29","[4.1824096e-01 6.4286712e-04 3.7946690e-02 3.7515079e-04 3.0467167e-04
 6.0731457e-03 5.3641653e-01]","[9.8686624e-01 7.5605634e-04 7.6678523e-04 1.1610868e-02]","[0.995287   0.00471304]","[4.9188425e-06 2.0870175e-03 3.0493376e-01 6.6906977e-01 2.3346538e-02
 5.5195799e-04 5.2891028e-06 6.7605799e-07 4.8728943e-08]","1089260",NA,NA
"6482","Black","Black","Male","20-29","[3.3582603e-06 9.9979007e-01 1.1977313e-04 1.0869599e-06 2.7943441e-05
 3.8616792e-05 1.9104480e-05]","[8.3008575e-07 9.9996638e-01 2.9782112e-05 2.9715181e-06]","[9.993438e-01 6.561602e-04]","[3.7801747e-06 2.0831876e-04 3.5460144e-02 4.5844394e-01 4.3913612e-01
 6.5086737e-02 1.6231126e-03 3.5669658e-05 2.1393232e-06]","1089388",NA,NA
